1,1,-0.027701258659362793,158.51699829101562,17.27031135559082,169.58810424804688,1,-1,-1,-1
1,2,119.1423110961914,157.60317993164062,83.74828338623047,170.75921630859375,1,-1,-1,-1
1,3,15.33133316040039,149.8861846923828,76.22840881347656,190.4951629638672,1,-1,-1,-1
2,1,7.356056213378906,227.64035034179688,24.334354400634766,88.27285766601562,1,-1,-1,-1
2,2,119.27061462402344,157.08120727539062,81.13514709472656,171.85650634765625,1,-1,-1,-1
2,3,18.330366134643555,147.7223358154297,74.02670288085938,192.54222106933594,1,-1,-1,-1
3,1,7.356056213378906,227.64035034179688,24.334354400634766,88.27285766601562,1,-1,-1,-1
3,2,132.065673828125,154.52474975585938,68.36973571777344,175.50082397460938,1,-1,-1,-1
3,3,21.8247013092041,144.8325958251953,74.58682250976562,196.77073669433594,1,-1,-1,-1
4,2,136.15658569335938,154.30323791503906,72.70706176757812,178.79127502441406,1,-1,-1,-1
4,3,23.957088470458984,145.5845947265625,75.41200256347656,199.04254150390625,1,-1,-1,-1
5,2,142.66165161132812,156.88296508789062,79.24301147460938,179.73919677734375,1,-1,-1,-1
5,3,32.96879959106445,146.1707763671875,74.29042053222656,202.54022216796875,1,-1,-1,-1
6,2,147.86578369140625,154.27769470214844,79.71536254882812,184.58912658691406,1,-1,-1,-1
6,3,33.05731201171875,139.00059509277344,79.9371109008789,211.3956756591797,1,-1,-1,-1
6,4,248.01800537109375,199.2695770263672,24.517730712890625,62.85414123535156,1,-1,-1,-1
6,5,282.0440979003906,201.731201171875,20.38134765625,50.86936950683594,1,-1,-1,-1
6,6,300.5738525390625,203.22840881347656,16.49188232421875,35.84666442871094,1,-1,-1,-1
6,7,75.82894134521484,154.05039978027344,37.014060974121094,169.0695343017578,1,-1,-1,-1
6,8,270.47467041015625,201.99082946777344,23.767852783203125,60.76078796386719,1,-1,-1,-1
7,2,153.55670166015625,151.4176483154297,80.43217468261719,187.93092346191406,1,-1,-1,-1
7,3,36.242523193359375,139.5511474609375,79.77069091796875,210.60321044921875,1,-1,-1,-1
7,4,256.4544982910156,198.0337371826172,21.3861083984375,63.95616149902344,1,-1,-1,-1
7,5,282.0440979003906,201.731201171875,20.38134765625,50.86936950683594,1,-1,-1,-1
7,6,297.7668762207031,203.60992431640625,18.1220703125,45.138824462890625,1,-1,-1,-1
7,7,77.48043823242188,144.1714324951172,41.15045928955078,178.78456115722656,1,-1,-1,-1
7,8,276.5850524902344,199.40243530273438,23.195037841796875,63.2567138671875,1,-1,-1,-1
8,1,224.64369201660156,199.2387237548828,19.190139770507812,59.38633728027344,1,-1,-1,-1
8,2,154.69903564453125,152.16726684570312,84.79763793945312,191.23748779296875,1,-1,-1,-1
8,3,37.5315055847168,138.8966064453125,83.99617004394531,215.70916748046875,1,-1,-1,-1
8,4,262.45318603515625,198.66244506835938,23.251678466796875,64.38742065429688,1,-1,-1,-1
8,5,324.0025329589844,211.84861755371094,15.30853271484375,36.08042907714844,1,-1,-1,-1
8,6,306.26513671875,206.40191650390625,17.0975341796875,44.42085266113281,1,-1,-1,-1
8,7,234.6149444580078,200.47598266601562,27.645675659179688,63.498291015625,1,-1,-1,-1
8,8,284.86126708984375,203.39866638183594,22.883331298828125,61.50434875488281,1,-1,-1,-1
9,1,285.35235595703125,188.23141479492188,14.931640625,29.845077514648438,1,-1,-1,-1
9,2,160.0791778564453,149.9928741455078,83.91555786132812,194.7091522216797,1,-1,-1,-1
9,3,42.76552200317383,136.9438934326172,81.2872314453125,217.5205841064453,1,-1,-1,-1
9,4,268.2726135253906,200.5858612060547,21.66632080078125,62.80744934082031,1,-1,-1,-1
9,5,325.8472900390625,208.62586975097656,14.88128662109375,38.5318603515625,1,-1,-1,-1
9,6,307.31854248046875,205.0944366455078,15.3529052734375,45.04150390625,1,-1,-1,-1
9,7,240.53707885742188,203.29135131835938,26.370147705078125,61.529510498046875,1,-1,-1,-1
9,8,290.9081115722656,204.26426696777344,20.8546142578125,61.26182556152344,1,-1,-1,-1
9,9,319.1996154785156,207.03399658203125,15.269622802734375,40.94952392578125,1,-1,-1,-1
9,10,388.153564453125,200.6598358154297,27.80084228515625,52.01887512207031,1,-1,-1,-1
10,1,279.1685791015625,197.06201171875,22.7056884765625,67.41696166992188,1,-1,-1,-1
10,2,166.81515502929688,147.9970245361328,87.50692749023438,199.1912384033203,1,-1,-1,-1
10,3,47.133480072021484,133.9113006591797,87.69869995117188,223.0542755126953,1,-1,-1,-1
10,4,270.84259033203125,200.9714813232422,18.48883056640625,61.36201477050781,1,-1,-1,-1
10,5,329.69635009765625,207.7868194580078,14.93646240234375,40.54022216796875,1,-1,-1,-1
10,6,299.73577880859375,202.54820251464844,22.223388671875,63.26914978027344,1,-1,-1,-1
10,7,251.50047302246094,203.0616455078125,26.192337036132812,61.643280029296875,1,-1,-1,-1
10,8,295.6004333496094,191.04901123046875,18.437469482421875,59.787689208984375,1,-1,-1,-1
10,9,320.2138671875,205.75599670410156,16.44451904296875,43.81341552734375,1,-1,-1,-1
10,10,430.95684814453125,197.00111389160156,22.795928955078125,54.03138732910156,1,-1,-1,-1
11,1,285.8095703125,198.9912567138672,21.619354248046875,64.04603576660156,1,-1,-1,-1
11,2,171.33236694335938,146.91912841796875,92.17141723632812,201.65750122070312,1,-1,-1,-1
11,3,50.816341400146484,132.40228271484375,86.22494506835938,225.21206665039062,1,-1,-1,-1
11,4,264.073974609375,201.376708984375,19.961090087890625,59.71539306640625,1,-1,-1,-1
11,5,326.8446044921875,201.44325256347656,15.49896240234375,47.29533386230469,1,-1,-1,-1
11,6,308.4262390136719,201.0666961669922,20.36529541015625,62.32276916503906,1,-1,-1,-1
11,7,258.76458740234375,200.6319122314453,24.93994140625,63.48234558105469,1,-1,-1,-1
11,8,293.84112548828125,190.60107421875,21.354248046875,72.1544189453125,1,-1,-1,-1
11,9,317.8043518066406,199.07077026367188,16.38482666015625,52.958831787109375,1,-1,-1,-1
11,10,449.36077880859375,195.9708709716797,26.18377685546875,53.74095153808594,1,-1,-1,-1
12,1,285.8095703125,198.9912567138672,21.619354248046875,64.04603576660156,1,-1,-1,-1
12,2,178.45907592773438,148.35345458984375,97.35150146484375,205.60833740234375,1,-1,-1,-1
